id,level,sector,filiere,degree
25031253P,Niveau 2,Echanges et gestion,"Commerce, vente",Commerce spé collaborateur des activités internationales (LP Paris 4)
25031254M,Niveau 2,Echanges et gestion,"Commerce, vente",Commerce : Chargé d'affaires en vente de solutions durables (LICENCE PRO)
25031258M,Niveau 2,Echanges et gestion,"Commerce, vente",Commerce spé attaché technico-commercial bilingue (LP Cergy)
25031265P,Niveau 2,Echanges et gestion,"Commerce, vente",Commerce spé management et gestion de rayon (LP Paris 1)
25031266P,Niveau 2,Echanges et gestion,"Commerce, vente",Commerce spé management de la relation client (LP Limoges)
25031268M,Niveau 2,Echanges et gestion,"Commerce, vente","Commerce, spécialité import export (LICENCE PRO MARNE LA VALLEE)"
25031274P,Niveau 2,Echanges et gestion,"Commerce, vente","Industrie agro-alimentaire, alimentation spé commercial agro-alimentaire (LP CNAM)"
25031283M,Niveau 2,Echanges et gestion,"Commerce, vente",Commerce spé commercialisation de solutions associées au développement durable (LP Marne la vallée)
25031289M,Niveau 2,Echanges et gestion,"Commerce, vente","Commerce, spécialité commerce électronique (LP PARIS 8)"
25031298M,Niveau 2,Echanges et gestion,"Commerce, vente",Commerce Spé Marketing Opérationnel Responsable (LP Versailles)
25031301M,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance, spécialité assurance (LP)"
25031303M,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance : banque (LP)"
25031305W,Niveau 2,Echanges et gestion,"Finances, banque, assurances",Commerce : commercialisation de produits et services financiers (LP)
25031306M,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance : carrières de l'immobilier (LP Evry)"
25031307T,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance spé suivi administratif et contrôle de gestion des opérations bancaires : back office, middle office (LP Paris 5)"
25031311W,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance, spécialité commercialisation de produits et services bancaires (LP)"
25031315M,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance, spécialité gestion juridique des contrats d'assurance (LP)"
25031316M,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance, spécialité conseiller gestionnaire de clientèle (LP)"
25031329W,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance banque finance, spécialité conseiller gestionnaire de clientèle particuliers (LP)"
25031333W,Niveau 2,Echanges et gestion,"Finances, banque, assurances",Commerce spé commercialisation de produits et services financiers (LP Paris 5)
25031334T,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance banque finance, spécialité chargé de clientèle particuliers (LP)"
25031335W,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance, spécialité chargé de clientèle particuliers (LP)"
25031338W,Niveau 2,Echanges et gestion,"Finances, banque, assurances",Commerce spé conseiller commercial en maisons individuelles (LICENCE PRO)
25031352T,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, Banque, Finance : gestion de la clientèle de particuliers (LP PARIS 5)"
25031355P,Niveau 2,Echanges et gestion,"Finances, banque, assurances",Métiers de la comptabilité : responsable de portefeuille client en cabinet d'expertise comptable (LP CNAM)
25031356R,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance : traitement et contrôle des opérations bancaires en serv. (pôles) d'appui technique et commerciale au réseau (LP PARIS 13)"
25031358W,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Commerce, spécialité métiers de l'immobilier (LP LIMOGES )"
25031361P,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, Banque, Finance , spécialité gestion d'actifs financiers back et middle offices (LICENCE PRO PARIS 10)"
25031362R,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, banque, finance, spécialité métiers de la comptabilité et de le gestion : contrôle de gestion (LP PARIS 12)"
25031363M,Niveau 2,Echanges et gestion,"Finances, banque, assurances","Assurance, Banque, Finance Spé Activités Immobilières (LP Paris 12)"
25031402R,Niveau 2,Echanges et gestion,"Comptabilité, gestion",Management des organisations option : finance comptabilité contrôle (LICENCE PRO)
25031406T,Niveau 2,Echanges et gestion,"Comptabilité, gestion",Management des organisations spé collaborateur de cabinet d'expertise comptable (LP EVRY)
25031407R,Niveau 2,Echanges et gestion,"Comptabilité, gestion",Management des organisations spé métiers de la comptabilité : comptabilité et gestion des associations (LP CNAM)
25031408P,Niveau 2,Echanges et gestion,"Comptabilité, gestion",Management des organisations spé métiers de la comptabilité : comptabilité et paye (LP CNAM)
25031410R,Niveau 2,Echanges et gestion,"Comptabilité, gestion","Management des organisations, spécialité métiers de la comptabilité : révision comptable (LP PARIS 10)"
25031501P,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines spé gestion des ressources humaines (LP)
25031513P,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines spé gestionnaire des ressources humaines (LP Versailles)
25031514M,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines spé assistant ressources humaines (LP Paris 12)
25031516N,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines spé gestion et pilotage des ressources humaines (LP Marne la Vallée)
25031530P,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines spe gestion de la paie et du social (LP Versailles)
25031531P,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Gestion des ressources humaines spe gestion de la paie et administration du personnel (LP Cergy)
25032001N,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Techniques et activités de l'image et du son spé création et développement numériques en ligne (LP Paris 8)
25032002M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,"Activités et techniques de communication, spécialité services et technologies de l'information et de la communication (LP Marne la Vallée)"
25032006M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,"Activités et techniques de communication : communication des entreprises, des associations, des collectivités, webmaster (LP)"
25032008M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Activités et techniques de communication spé communication institutionnelle (LP Evry)
25032012M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Activités et techniques de communication spé rédacteur technique (LP Paris 7)
25032014M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Activités et techniques de communication : scénarisation multimédia de contenus de formation en ligne (LP)
25032015M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Activités et techniques de communication spé chargé de communication en collectivités territoriales (LP Marne la Vallée)
25032016M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Activités et techniques de communication spé chef de projet de communication (LP Paris 5)
25032021T,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,"Activités et techniques de communiation, spécialité communication de proximité et nouveaux médias (LP Cergy)"
25032022M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Activités et techniques de communication spé services et technologies de l'information et de la communication (LP Versailles)
25032023T,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Techniques et activités de l'image et du son spé infographiste web designer (LP Paris 13)
25032024M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Activités et techniques de communication spé concepteur intégrateur web (LP Paris 13)
25032026P,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Activités et techniques de communication spé chargé de communication culturelle et multimédia (LP Cergy)
25032027T,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,"Activités et techniques de communication spé infographiste, webdesigner et multimédia (LP Cergy)"
25032031M,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,"Activités et techniques de communication, spécialité communication des associations et des collectivités (LP PARIS 12)"
25032102N,Niveau 2,Communication et information,Journalisme et communication (y compris communication graphique et publicité),Ingénierie et management de projets en communication et industries graphiques (LICENCE PRO)
25032201M,Niveau 2,Communication et information,Techniques de l'imprimerie et de l'édition,Activités et techniques de communication spé responsable de la gestion des flux numériques en industries graphiques (LP Marne la Vallée)
25032203M,Niveau 2,Communication et information,Techniques de l'imprimerie et de l'édition,Métiers de l'édition spé métiers de l'édition et ressources documentaires (LP Paris 10)
25032301P,Niveau 2,Communication et information,"Techniques de l'image et du son, métiers connexes du spectacle",Techniques et activités de l'image et du son spé gestion de production en cinéma d'animation et vidéo (LP Marne la Vallée)
25032308N,Niveau 2,Communication et information,"Techniques de l'image et du son, métiers connexes du spectacle",Techniques et activités de l'image et du son spé développement d'applications pour l'animation et le jeu vidéo (LP EVRY)
25032309M,Niveau 2,Communication et information,"Techniques de l'image et du son, métiers connexes du spectacle",Systèmes informatiques et logiciels spé intégrateur et gestionnaire de flux numériques pour les industries graphiques (LP Paris 6)
25032310N,Niveau 2,Communication et information,"Techniques de l'image et du son, métiers connexes du spectacle",Techniques et activités de l'image et du son : concepteur en niveaux et performances de jeux vidéos et numériques (LP PARIS 13)
25032507N,Niveau 2,Communication et information,"Documentation, bibliothèques, administration des données","Ressources documentaires et bases de données spé gestionnaire de contenus en ligne,documentaliste multi supports multimédia (LP Paris 13)"
25032508M,Niveau 2,Communication et information,"Documentation, bibliothèques, administration des données","Métiers de l'édition spé métiers de l'édition, des bibliothèques et du commerce du livre (LP  Paris 5)"
25032601N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels spé analyste programmeur en ingénierie des objets APSIO (LP Toulouse 2)
25032603P,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données","Systèmes informatiques et logiciels spé gestion des systèmes d'information, analyse base de données et décisionnel (LP Evry)"
25032605M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Réseaux et télécommunications spé intégrateur de systèmes distribues et réseaux numériques : administration réseaux (LP Versailles)
2503260AN,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Métiers de l'informatique : analyste programmeur en ingénierie des objets APSIO (LP)
25032611N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels spé analyste-concepteur de systèmes d'information et de décision (LP CNAM)
25032625M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels spé administrateur de parc informatique (LP Paris 11)
25032626M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Réseaux et télécommunications spé sécurité des réseaux et systèmes informatiques (LP Paris 11)
25032629N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels spé conception et maintenance de logiciels libres (LP Paris 12)
25032630M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Réseaux et télécommunications spé administration et sécurité des réseaux (LP Paris 13)
25032631M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Management des réseaux et systèmes d'information (LICENCE PRO)
25032632T,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels spé programmation en environnement reparti (LP Paris 11)
25032633M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Réseaux et télécommunications spé intégrateur de systèmes de traitement de l'information (LP Paris 11)
25032636N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données","Systèmes informatiques et logiciels spé conception des systèmes d'information, intégration et décision (LP Paris 8)"
25032637T,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels spé informatique (LP Paris 6)
25032638N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Réseaux et télécommunications spé intégrateur de réseaux et de services intranet-Internet (LP Evry)
25032641N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Réseaux et télécommunications spé administration et transmission de l'information (LP Marne la Vallée)
25032642W,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Commerce spé vente de solutions informatiques professionnelles en réseau (LP Marne la Vallée)
25032645M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels spé décision et traitement de l'information data-mining (LP Paris 5)
25032647M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Reseaux et télécommunications : réseaux et sécurité (LP Cergy)
25032649P,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels : administration des systèmes et réseaux (LICENCE PRO)
25032656N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données","Systèmes informatiques et logiciels, spécialité bases de données, Internet et sécurité (LICENCE PRO BDISE PARIS XII)"
25032659R,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Reseaux et télécommunications spé administration et sécurité des réseaux (LP assur Paris 12)
25032662N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels spé génie logiciel (LP Paris 13)
25032663M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Automatique et informatique industrielle spé systèmes embarqués et informatique en temps réel (LP Paris 11)
25032664T,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Activités et techniques de communication spé développeur web de systèmes d'information et multimédia (LP Cergy)
25032669M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Réseaux et télécommunications spé services multimédia des réseaux d'entreprises (LICENCE PRO)
25032673M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Réseaux et télécommunications spé réseaux et sécurité pour les télécommunications dans l'entreprise (LP EVRY)
25032678M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Systèmes informatiques et logiciels spé informatique embarquee (LP Cergy)
25032686C,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données","Systèmes informatiques et logiciels, spécialité SISW-Système d'information et services WEB (LP VERSAILLES)"
25032687C,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données","Réseaux et télécommunications, spécialité : intégration de services voix et données pour l'entreprise (LP VERSAILLES)"
25032689M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données","Systèmes informatiques et logiciels, spécialité communication informatique et multimédia (Licence Professionnelle, PARIS 8)"
25032695M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données","Systèmes informatiques et logiciels, spécialité décision et traitement de l'information - data mining (LP MARNE LA VALLEE)"
25033001P,Niveau 2,Services aux personnes,Spécialités plurivalentes sanitaires et sociales,Intervention sociale spé management d'unîtes de travail dans les organismes de protection sociale (LP MLV)
25033003P,Niveau 2,Services aux personnes,Spécialités plurivalentes sanitaires et sociales,"Management des organisations spe gestion des etablissements sanitaires, sociaux et medico-sociaux (LP Cnam)"
25033103P,Niveau 2,Services aux personnes,Santé,Sante spé management dans les systèmes de santé (LP Marne la Vallée)
25033105M,Niveau 2,Services aux personnes,Santé,Sante spé bio analyses et qualité pour les laboratoires d'analyse médicale (LP Paris 11)
25033106M,Niveau 2,Services aux personnes,Santé,Sante : optique professionnelle (LICENCE PRO)
25033109R,Niveau 2,Services aux personnes,Santé,"Sante spé bio hygiène, prévention et surveillance des infections (LP Paris 6)"
25033113N,Niveau 2,Services aux personnes,Santé,"Santé, métiers de la recherche clinique (LICENCE PRO)"
25033114P,Niveau 2,Services aux personnes,Santé,"Systèmes informatiques et logiciels, spécialité systèmes embarqués santé S.E.SANTE ( LP PARIS 12)"
25033117R,Niveau 2,Services aux personnes,Santé,"Industries chimiques et pharmaceutiques spé sante, sécurité, environnement (LP Cergy)"
25033118W,Niveau 2,Services aux personnes,Santé,Commerce spé vente et management en optique et lunetterie (LP Paris 11)
25033202M,Niveau 2,Services aux personnes,Travail social,Intervention sociale : médiateur d'aide spécialisée à la personne (LP)
25033203T,Niveau 2,Services aux personnes,Travail social,Intervention sociale : assistance gestion et conseil des situations de deuil (LP)
25033204N,Niveau 2,Services aux personnes,Travail social,Intervention sociale spé ingénierie des services de proximité (LP Paris 2)
25033205P,Niveau 2,Services aux personnes,Travail social,Management des organisations spé management de l'aide à la personne (LP Evry)
25033206P,Niveau 2,Services aux personnes,Travail social,Sante spé management des services d'accompagnement aux personnes handicapées et/ou dépendantes (LP Marne la vallée)
25033207P,Niveau 2,Services aux personnes,Travail social,"Intervention sociale, spécialité coordination et développement de projets pour les territoires (LP PARIS 12)"
25033403M,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme","Hôtellerie et tourisme spé distribution touristique, hôtellerie, tourisme territorial (LP Paris 1)"
25033404M,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme : hôtellerie (LP)
25033405P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme spé assistant aux fonctions de management du tourisme et de l'hôtellerie internationale (LP Versailles)
25033406P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme spé management des etablissements de loisir (LP Marne la Vallée)
25033407P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme spé ingénierie et management dans les métiers de la restauration collective et commerciale (LP Marne la Vallée)
25033408M,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme spé tourisme et nouvelles technologies (LP Marne la Vallée)
2503340AM,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Nouvelles activités dans le domaine du tourisme et de la restauration (LP)
25033412M,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme spé management de l'hôtellerie restauration (LP Paris Dauphine)
25033413P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme spé management européen de produits touristiques (LP Paris 5)
25033414P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme spé gestion touristique internationale (LP Cergy)
25033419M,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme","Hôtellerie et tourisme, spécialité : restauration gastronomique à vocation internationale (LICENCE PRO CERGY)"
25033420P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme","Hôtellerie et tourisme, spécialité responsable international de structures de loisirs, d'accueil et de voyage (LICENCE PRO CERGY)"
25033421P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme spé management de produits de restauration (LP Paris 13)
25033422P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Direction des services d'hébergement en hôtellerie internationale (LICENCE PRO)
25033423P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Hôtellerie et tourisme : management international des métiers de l'hôtellerie et de la restauration (LICENCE PRO)
25033425P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Management des organisations : encadrement et exploitation en hôtellerie et restauration de luxe (LP PARIS 10)
25033426W,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme","Hôtellerie et tourisme, spécialité distribution touristique (LP PARIS 1)"
25033429W,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Commerce spé e-tourisme (LP LA ROCHELLE)
25033501T,Niveau 2,Services aux personnes,"Animation culturelle, sportive et de loisirs",Activités sportives spé sciences et métiers du sport : manager et entraîneur (LICENCE PRO)
25033502W,Niveau 2,Services aux personnes,"Animation culturelle, sportive et de loisirs","Management des organisations spé administration des structures éducatives, culturelles et sportives (LP Paris 13)"
25033505P,Niveau 2,Services aux personnes,"Animation culturelle, sportive et de loisirs","Intervention sociale, spécialité animation professionnelle, coordination et développement de projets pour l'action sociale, culturelle et socioculturelle (PARIS 13)"
25034003M,Niveau 2,Services à la collectivité,Spécialités plurivalentes des services à la collectivité,Transformations industrielles spé technologies de la mobilité et de laccessibilité (LP Versailles)  
25034102P,Niveau 2,Services à la collectivité,"Aménagement du territoire, développement, urbanisme",Aménagement du territoire et urbanisme spé gestion durable des eaux pluviales dans l'aménagement des espaces (LP Paris 11)
25034103P,Niveau 2,Services à la collectivité,"Aménagement du territoire, développement, urbanisme","Aménagement du territoire et urbanisme, spécialité aménagement et géomatique (LICENCE PRO)"
25034104M,Niveau 2,Services à la collectivité,"Aménagement du territoire, développement, urbanisme","Aménagement du territoire et urbanisme, spécialité : assistant chef de projet urbain (LP CNAM)"
25034108P,Niveau 2,Services à la collectivité,"Aménagement du territoire, développement, urbanisme",Amenagement du territoire et urbanisme spe assistant chef de projet en amenagement de l'espace (LP Marne La Vallee)
25034202M,Niveau 2,Services à la collectivité,Protection et développement du patrimoine,Préservation et mise en valeur du patrimoine bâti (LICENCE PRO)
25034301M,Niveau 2,Services à la collectivité,"Nettoyage, assainissement, protection de l'environnement",Protection de l'environnement spé traitement et analyse de l'eau et des déchets aqueux (LP Paris 11)
25034304M,Niveau 2,Services à la collectivité,"Nettoyage, assainissement, protection de l'environnement",Protection de l'environnement spé gestion des services à l'environnement (LP Versailles)
25034308R,Niveau 2,Services à la collectivité,"Nettoyage, assainissement, protection de l'environnement",Protection de l'environnement : eau - ressource et qualité de l'eau dans l'environnement (LP Paris 6)
25034311R,Niveau 2,Services à la collectivité,"Nettoyage, assainissement, protection de l'environnement",Industries chimiques et pharmaceutiques spé analyse pour les métiers de l'eau (LP VERSAILLES)
25034323P,Niveau 2,Services à la collectivité,"Nettoyage, assainissement, protection de l'environnement",Protection de l'Environnement Spé Gestion et Traitement des Déchets (LP Paris 7)
25034401P,Niveau 2,Services à la collectivité,"Sécurité des biens et des personnes, police, surveillance (y compris hygiène et sécurité)",Sécurité des biens et des personnes spé formation de l'encadrement (LP Paris 5)
25034403M,Niveau 2,Services à la collectivité,"Sécurité des biens et des personnes, police, surveillance (y compris hygiène et sécurité)","Sécurité des biens et des personnes spé équipements et matériels de jeux, de sports et de loisirs : entretien, maintenance et contrôle (LP Univ VSQ)"
25034406P,Niveau 2,Services à la collectivité,"Sécurité des biens et des personnes, police, surveillance (y compris hygiène et sécurité)","Sécurité des biens et des personnes spé management de la sécurité, de la sante au travail et de l'environnement (LP PARIS 13)"
25034407T,Niveau 2,Services à la collectivité,"Sécurité des biens et des personnes, police, surveillance (y compris hygiène et sécurité)","Sécurité des biens et des personnes spé santé, sécurité au travail et environnement (LICENCE PRO)"
250I0389,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Échanges et gestion : assurance, banque, finance, option : crédit manager junior (LP)"
250I0407,Niveau 2,"Mécanique, électricité, électronique",Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité),Simulation numérique et optimisation des préparations industrielles (LP)
250I0414,Niveau 2,Echanges et gestion,"Transport, manutention, magasinage",Logistique opérationnelle (LICENCE PRO)
250I0417,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Management des organisations : assistant de conduite de projets industriels (LICENCE PRO)
250I0420,Niveau 2,"Génie civil, construction, bois","Spécialités pluri-technologiques, génie civile, construction, bois",Génie civil et construction : projeteur en bureau d'études (LICENCE PRO)
250I0439,Niveau 2,Sciences humaines et droit,Spécialités pluridisciplinaires Sciences humaines et droit,Métiers de l'éxécution des peines et de l'insertion sociale (LP)
250I0442,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Management des organisations : Responsable stratégique et opérationnel d'entreprise artisanale (LICENCE PRO)
250I0453,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Analyse base de données et décisionnel (LP)
250I0454,Niveau 2,Echanges et gestion,"Commerce, vente",Achats transactions distribution (LICENCE PRO)
25613601G,Niveau 2,Lettres et arts,"Langues vivantes, civilisations étrangères et régionales",Diplôme national de guide-interprete national
26031003M,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Sciences et techniques économiques et commerciales (diplôme de l'ISTEC)
26031006M,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),ESCP (diplôme de l'école supérieure de commerce de Paris)
26031007M,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),INSEEC (diplôme de l'institut des hautes études économiques et commerciales de Paris)
26031009M,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Diplôme supérieur de management entrepreneurial (TP)
26031202M,Niveau 2,Echanges et gestion,"Commerce, vente",Praticien du commerce international (ESPCI - ESSEC) (diplôme)
26031203M,Niveau 2,Echanges et gestion,"Commerce, vente",Commerce (diplôme des écoles supérieures de commerce ESC)
26031204M,Niveau 2,Echanges et gestion,"Commerce, vente",Formation supérieure commerciale (NEGOSUP)
26031207M,Niveau 2,Echanges et gestion,"Commerce, vente",Diplôme d'Etudes Supérieures en Commerce et Entrepreneuriat (BACHELOR Novancia)
26031301P,Niveau 2,Echanges et gestion,"Finances, banque, assurances",Diplôme du programme de management financier - EUROMED Marseille
26031401M,Niveau 2,Echanges et gestion,"Comptabilité, gestion",Etudes supérieures comptables et financière (DESCF)
26031402M,Niveau 2,Echanges et gestion,"Comptabilité, gestion",Etudes comptables et financières (diplôme) (DECF)
26031403M,Niveau 2,Echanges et gestion,"Comptabilité, gestion",Comptabilité et gestion ( DCG)
26032601M,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Informatique et communications numériques (diplôme de l'institut supérieur de technologie et management ISTM) 
26033101T,Niveau 2,Services aux personnes,Santé,Infirmier ou Infirmière (DIPLOME D'ETAT)
26033102T,Niveau 2,Services aux personnes,Santé,Ergotherapeute (DIPLOME D'ETAT Niv 2)
260I0000,Niveau 2,Echanges et gestion,"Comptabilité, gestion",Diplôme d'études supérieures (DESCF)
260I0123,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Guide interprète (DIPLOME NIVII)
26421002W,Niveau 2,"Agriculture, pêche, forêt, espaces verts",Spécialités plurivalentes de l'agronomie et de l'agriculture,Responsable commercial en agrofourniture (certification TECOMAH)
26422101W,Niveau 2,Transformation,"Agro-alimentaire, alimentation, cuisine",Responsable commercial pour l'agro-alimentaire (CC2A)
26A31301N,Niveau 2,Echanges et gestion,"Finances, banque, assurances",Conseiller en droit rural et économie agricole ( TITRE PRO Niveau 2 - IHDREA)
26C20001R,Niveau 2,Spécialités pluritechniques de la production,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Responsable qualité option : QSE sécurité environnement (IEQT Vichy)
26C20004R,Niveau 2,Spécialités pluritechniques de la production,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Responsable de systèmes de management qualité sécurité environnement (CCIV ESCIA)
26C21401R,Niveau 2,"Agriculture, pêche, forêt, espaces verts","Aménagement paysager (parcs, jardins, espaces verts, terrains de sport)",Responsable technique en aménagement d'espaces sportifs (CCIP TECOMAH)
26C22001P,Niveau 2,Transformation,Spécialités pluri-technologiques des transformations,Responsable en gestion de production et innovation industrielle (ACFI)
26C22102T,Niveau 2,Transformation,"Agro-alimentaire, alimentation, cuisine",Restaurateur (TITRE PRO NIV 2)
26C2420AP,Niveau 2,Matériaux souples,Habillement (y compris mode et couture),Responsable de la gestion industrielle et économique des entreprises de l'habillement (ESIV) (TH)
26C2550AN,Niveau 2,"Mécanique, électricité, électronique","Electricité, électronique (non compris automatismes, productique)",Responsable en conception et developpement de systèmes électroniques industriels (ESIEE)
